PackNum,O1,O2,T3,T4,,PackNum,O1,O2,T3,T4
1560,0.4,0.2211374484,0.07338263834,0.3010680209,,1560,0.4,0.2181417638,0.0728947381,0.2976706483
1561,0.4,0.2190511885,0.07311332046,0.2986876475,,1561,0.4,0.2202455714,0.07329528169,0.3000479699
1562,0.4,0.2207140166,0.0732811673,0.3006480223,,1562,0.4,0.2182039434,0.07293860716,0.2977286317
1563,0.4,0.2193552202,0.07315528217,0.2990118971,,1563,0.4,0.220945569,0.07340247479,0.3008406647
1564,0.4,0.2198812674,0.07314650836,0.29970808,,1564,0.4,0.2185632883,0.07302176764,0.2981364232
1565,0.4,0.2195795246,0.07318999595,0.2993353837,,1565,0.4,0.2220670911,0.07356345517,0.3022673628
1566,0.4,0.2190298262,0.07298209475,0.2988604535,,1566,0.4,0.2184511361,0.07302214911,0.2980601292
1567,0.4,0.2198339651,0.07324073147,0.2996588704,,1567,0.4,0.2213892187,0.07344138474,0.3015288368
1568,0.4,0.2184427437,0.0729698877,0.2981551153,,1568,0.4,0.2193216508,0.07316100422,0.2991168014
1569,0.4,0.2204832272,0.07333762487,0.3005053525,,1569,0.4,0.2207296569,0.07330596285,0.3008975038
1570,0.4,0.2183523353,0.07298705386,0.2980795842,,1570,0.4,0.219440288,0.07317893331,0.2992777818
1571,0.4,0.220964261,0.07341430036,0.3010779391,,1571,0.4,0.2196554371,0.07313964189,0.299695873
1572,0.4,0.2186811625,0.07308013256,0.2984885201,,1572,0.4,0.2196607777,0.07322623561,0.2996321675
1573,0.4,0.2214544501,0.07347915028,0.3017882364,,1573,0.4,0.2186922252,0.07300231266,0.298675059
1574,0.4,0.2190164747,0.07314193072,0.2989237775,,1574,0.4,0.2199938011,0.07327887848,0.3000288964
1575,0.4,0.221238538,0.07342154829,0.3015368476,,1575,0.4,0.2182913001,0.07297751711,0.2981566412
1576,0.4,0.2193266099,0.07320945092,0.2992835038,,1576,0.4,0.2205480772,0.07339408245,0.300690747
1577,0.4,0.2205637174,0.07332427342,0.3008227356,,1577,0.4,0.2182333166,0.07303283027,0.2980936986
1578,0.4,0.2194231219,0.07324645352,0.2993895525,,1578,0.4,0.2211420261,0.07351043082,0.3013709081
1579,0.4,0.2195589252,0.07317855184,0.2996451374,,1579,0.4,0.2185590921,0.07312247574,0.2984164223
1580,0.4,0.2195924946,0.07329146699,0.2995577808,,1580,0.4,0.2214349951,0.07354628901,0.3016753213
1581,0.4,0.218662852,0.0730515223,0.2985133157,,1581,0.4,0.2190035048,0.07318694419,0.2988425244
1582,0.4,0.2200163078,0.07334334692,0.3000098229,,1582,0.4,0.2212251866,0.07346961352,0.3014407172
1583,0.4,0.2182687934,0.07300994206,0.2979937534,,1583,0.4,0.2192465012,0.07322356531,0.2990462294
1584,0.4,0.220237942,0.07337691629,0.3001730921,,1584,0.4,0.2200155449,0.07328727082,0.2999350547
1585,0.4,0.2190374556,0.07316748921,0.2987452495,,1585,0.4,0.2195730396,0.07325904203,0.2993506425
1586,0.4,0.2208646973,0.07345855089,0.3008440979,,1586,0.4,0.2194059557,0.07317359273,0.2991827957
1587,0.4,0.219083232,0.07318618125,0.2987109172,,1587,0.4,0.2197096059,0.07328231171,0.2994204516
1588,0.4,0.2224676346,0.07370803233,0.3026522662,,1588,0.4,0.2187479198,0.07302176764,0.2984644875
1589,0.4,0.2180288487,0.07305648142,0.2974585509,,1589,0.4,0.2198084066,0.07332236607,0.2994940753
1590,0.4,0.2210046969,0.07343795151,0.3009776125,,1590,0.4,0.2182233984,0.07301719,0.2977431276
1591,0.4,0.2192808335,0.07322547267,0.2989031781,,1591,0.4,0.2205572324,0.07341163007,0.3004103664
1592,0.4,0.2202577784,0.07328650788,0.3001967432,,1592,0.4,0.2182748969,0.0730580073,0.2978251436
1593,0.4,0.2194032854,0.07325217557,0.2990618697,,1593,0.4,0.2211218082,0.07350470877,0.3010741244
1594,0.4,0.219127864,0.07311599075,0.2988741864,,1594,0.4,0.218598765,0.07313353837,0.2981638891
1595,0.4,0.2196020313,0.07328650788,0.2992938035,,1595,0.4,0.2220064373,0.07362220156,0.3021372815
1596,0.4,0.2182550604,0.07296836182,0.2979369144,,1596,0.4,0.2184789834,0.07314002337,0.2980788213
1597,0.4,0.2197611044,0.07333571752,0.2995367999,,1597,0.4,0.2201952173,0.07335669838,0.3001090051
1598,0.4,0.2186792552,0.07314536395,0.2983931526,,1598,0.4,0.2193174546,0.07328460053,0.2991305343
1599,0.4,0.2205797392,0.07349097585,0.3005663877,,1599,0.4,0.2201070977,0.07332923253,0.3001273156
1600,0.4,0.2182565863,0.07311293899,0.2979315738,,1600,0.4,0.2193369096,0.07329871492,0.2991152755
1601,0.4,0.2211767399,0.07358100279,0.3012511265,,1601,0.4,0.2191141311,0.07317550008,0.2989581098
1602,0.4,0.2185648142,0.07318503684,0.2982722266,,1602,0.4,0.219485683,0.07333571752,0.2993544572
1603,0.4,0.2212702,0.07358100279,0.3014678015,,1603,0.4,0.2183012183,0.07308966931,0.2980856877
1604,0.4,0.2188978375,0.07326743438,0.2987292278,,1604,0.4,0.219874401,0.07342765181,0.2998904227
1605,0.4,0.220773526,0.07350318289,0.3010050783,,1605,0.4,0.2181127721,0.07311103164,0.2979006747
1606,0.4,0.2191580001,0.07331282932,0.2990813247,,1606,0.4,0.2204706387,0.07352378228,0.3006484038
1607,0.4,0.2198324393,0.07335288368,0.3000033379,,1607,0.4,0.2182359869,0.07319114036,0.2980574589
1608,0.4,0.2192659562,0.07336470925,0.2992148392,,1608,0.4,0.2215158668,0.07370917674,0.3018904704
1609,0.4,0.2190828505,0.07323386501,0.2992445939,,1609,0.4,0.2180975133,0.07320563622,0.2979807834
1610,0.4,0.2194708056,0.07341697065,0.2995512958,,1610,0.4,0.2211401187,0.07362830508,0.3015894905
1611,0.4,0.2180811101,0.07312857926,0.2981032353,,1611,0.4,0.218936366,0.07333571752,0.2989802351
1612,0.4,0.2198724936,0.07345664354,0.3000411034,,1612,0.4,0.2200800134,0.07343146651,0.3003283504
1613,0.4,0.2187200725,0.07326209379,0.2987338054,,1613,0.4,0.2194635577,0.07339217509,0.2995127673
1614,0.4,0.2208395203,0.07359855041,0.3010886203,,1614,0.4,0.219887371,0.07337004983,0.3000941277
1615,0.4,0.2183775123,0.07322814296,0.2982619269,,1615,0.4,0.219478435,0.07340590802,0.2994658465
1616,0.4,0.2213419164,0.07366721503,0.3016242043,,1616,0.4,0.2188436688,0.07320525475,0.2988158215
1617,0.4,0.2187284648,0.07328536347,0.2986010538,,1617,0.4,0.2196985433,0.07343261092,0.2996748921
1618,0.4,0.2212625706,0.0736267792,0.3015025153,,1618,0.4,0.2182039434,0.07312819779,0.2979945164
1619,0.4,0.218980998,0.07332045872,0.2988230694,,1619,0.4,0.2201109124,0.07349974966,0.300103283
1620,0.4,0.2206529814,0.07349479055,0.3007784851,,1620,0.4,0.2180139713,0.07311866104,0.2976881959
1621,0.4,0.2190427962,0.07331588108,0.2988379467,,1621,0.4,0.220601483,0.07356192928,0.3006503111
1622,0.4,0.2195982166,0.07330863314,0.2995726581,,1622,0.4,0.2181863958,0.07316405598,0.2978713015
1623,0.4,0.2191377822,0.07331740696,0.2989619245,,1623,0.4,0.2210230074,0.07359664306,0.3011431705
1624,0.4,0.2185373483,0.07313277543,0.2982779486,,1624,0.4,0.2185648142,0.07321555444,0.2981875402
1625,0.4,0.2194765277,0.07334563574,0.2992327683,,1625,0.4,0.2209493837,0.07353064874,0.300989438
1626,0.4,0.2180135899,0.07307021434,0.2975760437,,1626,0.4,0.2189642133,0.07327887848,0.298547648
1627,0.4,0.2198286246,0.07340514508,0.2995272632,,1627,0.4,0.2197225759,0.07335364662,0.2994585986
1628,0.4,0.2185926615,0.07321021386,0.2980952245,,1628,0.4,0.2193220323,0.07331282932,0.2989012708
1629,0.4,0.2207697113,0.07353141168,0.3006030088,,1629,0.4,0.2194650836,0.07325331998,0.2992144577
1630,0.4,0.2184000191,0.0731816036,0.2978957156,,1630,0.4,0.219459743,0.07334563574,0.2991003982
1631,0.4,0.2212599003,0.073597406,0.3012160313,,1631,0.4,0.2185632883,0.07312323868,0.2981768591
1632,0.4,0.2188028515,0.07326361967,0.2983225806,,1632,0.4,0.2199033927,0.07341735212,0.2995345111
1633,0.4,0.2212770665,0.0735630737,0.3011855137,,1633,0.4,0.2182386572,0.07309691724,0.297719095
1634,0.4,0.2191927139,0.07332312901,0.2987357128,,1634,0.4,0.2204572873,0.07351233817,0.3001463891
1635,0.4,0.2206651885,0.07345397325,0.3004595761,,1635,0.4,0.2183141883,0.07315375629,0.2977168061
1636,0.4,0.2194536395,0.07336432778,0.2989775648,,1636,0.4,0.2211973392,0.07361838686,0.3009745607
1637,0.4,0.2198003958,0.07330176668,0.2994616503,,1637,0.4,0.2187666118,0.07323348354,0.298228739
1638,0.4,0.219746227,0.07340628949,0.2993540758,,1638,0.4,0.2217130868,0.07368857735,0.3016535775
1639,0.4,0.2189546766,0.07318885154,0.2985228524,,1639,0.4,0.2191904251,0.07329985933,0.2987177837
1640,0.4,0.2201887323,0.0734520659,0.2998896598,,1640,0.4,0.2215090003,0.07360236511,0.3014822974
1641,0.4,0.2186140238,0.07315223041,0.2981375677,,1641,0.4,0.219567699,0.07335784279,0.2991961472
1642,0.4,0.2204817014,0.07349402761,0.3002959254,,1642,0.4,0.2202821925,0.07342231123,0.3001383783
1643,0.4,0.2193002885,0.07331855137,0.2989802351,,1643,0.4,0.2199224662,0.07342116682,0.299702358
1644,0.4,0.2214353766,0.07365920416,0.3014937415,,1644,0.4,0.2198187063,0.07333915075,0.2997035024
1645,0.4,0.2190458479,0.07331549961,0.2987231242,,1645,0.4,0.2199808311,0.07346236559,0.2998114584
1646,0.4,0.2217066018,0.07371642467,0.3018820781,,1646,0.4,0.2188631238,0.07324149441,0.2986269938
1647,0.4,0.2193739122,0.07341048566,0.2990870467,,1647,0.4,0.2203191951,0.07354667048,0.3001910211
1648,0.4,0.221034833,0.07360694276,0.3011294376,,1648,0.4,0.2189397993,0.07330481844,0.2987124431
1649,0.4,0.2197897146,0.07346351,0.2996302601,,1649,0.4,0.2210691653,0.07366263739,0.3011351596
1650,0.4,0.2212846959,0.07360808717,0.3015425697,,1650,0.4,0.2179784946,0.07317664449,0.297667215
1651,0.4,0.2195261188,0.07345740648,0.2993689531,,1651,0.4,0.2214479651,0.07373130201,0.3016169563
1652,0.4,0.219536037,0.07335173927,0.2995387073,,1652,0.4,0.2188203991,0.07334906897,0.298655604
1653,0.4,0.2198751639,0.07351767875,0.2998366354,,1653,0.4,0.2216818063,0.07375190139,0.3019690532
1654,0.4,0.2187254131,0.07325141263,0.2986502635,,1654,0.4,0.2192186539,0.07341811506,0.2991885178
1655,0.4,0.220134945,0.07355506282,0.300244427,,1655,0.4,0.2205667692,0.07356383664,0.3007845886
1656,0.4,0.2190378371,0.07334143957,0.2990229597,,1656,0.4,0.2196348378,0.07345855089,0.2997164724
1657,0.4,0.2208406647,0.07365310064,0.3011126529,,1657,0.4,0.220453854,0.07351271964,0.3007758148
1658,0.4,0.2185659586,0.07328917817,0.2985766397,,1658,0.4,0.2195890613,0.07346312853,0.299777889
1659,0.4,0.2213793005,0.073737787,0.301889326,,1659,0.4,0.2193968004,0.07334754309,0.2996989247
1660,0.4,0.2188821973,0.07335936867,0.29902563,,1660,0.4,0.2197763632,0.07350470877,0.3000811578
1661,0.4,0.2214807715,0.07374999404,0.3021212598,,1661,0.4,0.2185751138,0.07326476408,0.2987975109
1662,0.4,0.2191549484,0.07343261092,0.2993945116,,1662,0.4,0.2201666071,0.07358672484,0.3005938536
1663,0.4,0.2210214815,0.0736561524,0.3016840951,,1663,0.4,0.218298548,0.07326285673,0.2984972939
1664,0.4,0.2194341845,0.07347037646,0.299753475,,1664,0.4,0.2207590301,0.07366797797,0.3013533605
1665,0.4,0.2201364709,0.07349440908,0.3007689483,,1665,0.4,0.2184057411,0.07330672579,0.298669337
1666,0.4,0.21948492,0.07348410939,0.2998515128,,1666,0.4,0.2212801183,0.07375075698,0.30196562
1667,0.4,0.2190630141,0.07333762487,0.29952383,,1667,0.4,0.2188001812,0.0733959898,0.2991198531
1668,0.4,0.2198347281,0.07354361872,0.300307751,,1668,0.4,0.2215090003,0.07375724197,0.302329161
1669,0.4,0.2184290108,0.07325484586,0.2988432873,,1669,0.4,0.2192186539,0.07345855089,0.2996863362
1670,0.4,0.2201490594,0.07359092101,0.3007617004,,1670,0.4,0.2203890041,0.07357756956,0.3011302005
1671,0.4,0.2189951124,0.07339484539,0.2995631214,,1671,0.4,0.219650478,0.07352301934,0.3003050807
1672,0.4,0.2209825716,0.07373626112,0.3018565196,,1672,0.4,0.2201921656,0.07352454522,0.3010554324
1673,0.4,0.2185251413,0.07334754309,0.2990736953,,1673,0.4,0.2196249195,0.07353217462,0.3003005031
1674,0.4,0.2215158668,0.07380874043,0.3024901414,,1674,0.4,0.2191652481,0.07336814248,0.2998381613
1675,0.4,0.2189100446,0.07342231123,0.2994658465,,1675,0.4,0.2198976706,0.07357947691,0.3005953794
1676,0.4,0.2215166297,0.0737862337,0.302495482,,1676,0.4,0.218464869,0.07329070405,0.2989985456
1677,0.4,0.2191988174,0.07347953175,0.2998190878,,1677,0.4,0.2203649715,0.07366416327,0.3012354863
1678,0.4,0.2216200081,0.07377898577,0.3028410939,,1678,0.4,0.2176954438,0.07320105858,0.2983248695
1679,0.4,0.2189901533,0.07347075793,0.2998118399,,1679,0.4,0.2209562501,0.07377669695,0.3021994612
1680,0.4,0.2203180507,0.07356803281,0.3016863839,,1680,0.4,0.2176218201,0.07326094938,0.2985747324
1681,0.4,0.2190714064,0.07351844169,0.3003252986,,1681,0.4,0.2209795198,0.07380721455,0.3027140643
1682,0.4,0.218464869,0.07337004983,0.3000002861,,1682,0.4,0.2184126076,0.07345931383,0.2999583244
1683,0.4,0.2192896073,0.07359588012,0.3010909091,,1683,0.4,0.2206937987,0.07378508929,0.302928069
1684,0.4,0.2175947357,0.07331549961,0.2994746203,,1684,0.4,0.2183920082,0.07351348258,0.3004057888
1685,0.4,0.2191568557,0.07363860477,0.3014315619,,1685,0.4,0.2190801802,0.07359320983,0.3015486732
1686,0.4,0.2178259066,0.07344748826,0.3001662256,,1686,0.4,0.2185339151,0.07356803281,0.3009879122
1687,0.4,0.2197664449,0.0737492311,0.3024580979,,1687,0.4,0.2186411082,0.07351844169,0.3013129247
1688,0.4,0.2179205112,0.07348716115,0.3004626279,,1688,0.4,0.2186960399,0.07361762392,0.3013632787
1689,0.4,0.2214384283,0.07403075603,0.3046141668,,1689,0.4,0.2183595832,0.07342040388,0.3012488377
1690,0.4,0.2169931574,0.07336013161,0.2995188708,,1690,0.4,0.2189825239,0.07366263739,0.3017222421
1691,0.4,0.2207147796,0.07383658775,0.3037360227,,1691,0.4,0.2178568057,0.07336814248,0.3004218106
1692,0.4,0.2189100446,0.07358138426,0.3015059485,,1692,0.4,0.220314236,0.07376906754,0.3030177145
1693,0.4,0.2207452972,0.07372863171,0.3035052333,,1693,0.4,0.2185213266,0.07341468183,0.3008284577
1694,0.4,0.2197698782,0.07361953127,0.3021853468,,1694,0.4,0.2215238776,0.0738678683,0.3041384736
1695,0.4,0.2202654078,0.07356574399,0.3027007129,,1695,0.4,0.2193021958,0.07348029469,0.3015841499
1696,0.4,0.2204897122,0.0736458527,0.3033274682,,1696,0.4,0.2223970627,0.07390944854,0.3055987411
1697,0.4,0.2197393606,0.07343299239,0.3025153184,,1697,0.4,0.2200239372,0.07355353694,0.3027297046
1698,0.4,0.2209943972,0.07369582529,0.3038706816,,1698,0.4,0.2223177169,0.07385299096,0.3054511122
1699,0.4,0.2194601245,0.07341620771,0.3021151563,,1699,0.4,0.2204183773,0.07360923158,0.3031516105
1700,0.4,0.2212660039,0.07372710583,0.3041781465,,1700,0.4,0.2210962497,0.0736637818,0.3040350952
1701,0.4,0.2201059533,0.07355353694,0.3028220204,,1701,0.4,0.2206754882,0.07364928594,0.3034567866
1702,0.4,0.2221361371,0.07387854946,0.3051917126,,1702,0.4,0.2205648618,0.07357528074,0.3034987483
1703,0.4,0.2196767995,0.07353179315,0.3023951553,,1703,0.4,0.2205827909,0.07367217414,0.3034480128
1704,0.4,0.2229570608,0.07402694133,0.3062850058,,1704,0.4,0.219491405,0.07342383711,0.3024294876
1705,0.4,0.2194044298,0.07354819636,0.3021975538,,1705,0.4,0.220709439,0.07374617934,0.3037043607
1706,0.4,0.2218717784,0.07387053859,0.3051917126,,1706,0.4,0.2189245404,0.0734341368,0.3018610972
1707,0.4,0.2199869346,0.07366111151,0.3030509024,,1707,0.4,0.2212175572,0.07385299096,0.3045084996
1708,0.4,0.221008893,0.07374617934,0.3044066471,,1708,0.4,0.2188337506,0.0734749541,0.3019083995
1709,0.4,0.2199495506,0.07367713325,0.3031985313,,1709,0.4,0.2216612069,0.07393615144,0.3051970531
1710,0.4,0.2198644828,0.07358291014,0.3032237084,,1710,0.4,0.219146556,0.07357222898,0.3023257278
1711,0.4,0.2201887323,0.07372901318,0.303483108,,1711,0.4,0.222080061,0.0739723911,0.3056567246
1712,0.4,0.2192354386,0.07347838734,0.3024027847,,1712,0.4,0.2197019765,0.07363746036,0.3028513936
1713,0.4,0.2207952698,0.07380072956,0.3040835419,,1713,0.4,0.2219167918,0.07390715972,0.3054091505
1714,0.4,0.2191477005,0.07348716115,0.3021517774,,1714,0.4,0.2202112391,0.07369124765,0.3032942803
1715,0.4,0.2213350499,0.07384269127,0.3045634313,,1715,0.4,0.2210100374,0.07372863171,0.3042094271
1716,0.4,0.2201955988,0.07363097537,0.3032012016,,1716,0.4,0.2208261688,0.0737236726,0.303922943
1717,0.4,0.2225156999,0.07397773168,0.3058909472,,1717,0.4,0.2207227905,0.07360846864,0.3038722075
1718,0.4,0.2202097132,0.07360503541,0.3031676323,,1718,0.4,0.2211271487,0.07374770522,0.3042189638
1719,0.4,0.2228117207,0.07398154638,0.30621863,,1719,0.4,0.2200121117,0.07351462699,0.3029902487
1720,0.4,0.2206384856,0.0736790406,0.3036219631,,1720,0.4,0.2216043678,0.07382247336,0.304771714
1721,0.4,0.2224870896,0.07390601531,0.3059020099,,1721,0.4,0.2197897146,0.07351996758,0.3027548816
1722,0.4,0.2209543428,0.07374694228,0.3040305176,,1722,0.4,0.2222448561,0.07394797702,0.3055380874
1723,0.4,0.2217157571,0.07380454426,0.3050410319,,1723,0.4,0.2200006676,0.07362754214,0.3029707937
1724,0.4,0.2211534702,0.07381789572,0.3042384188,,1724,0.4,0.2229685049,0.07408378037,0.3063902916
1725,0.4,0.2208196839,0.07368094795,0.3040438691,,1725,0.4,0.2204332547,0.07373435377,0.3035002742
1726,0.4,0.2214246954,0.07389609708,0.3046092077,,1726,0.4,0.2237474668,0.07422149107,0.3073432039
1727,0.4,0.2199030112,0.07356536252,0.3030001669,,1727,0.4,0.2202970698,0.07375647903,0.3033442529
1728,0.4,0.2215074744,0.07394072908,0.3047114417,,1728,0.4,0.221813032,0.07394149202,0.3051333476
1729,0.4,0.2204714017,0.07376143814,0.3036288296,,1729,0.4,0.2210809909,0.07387778652,0.3043665928
1730,0.4,0.2223139022,0.07407996567,0.3058009203,,1730,0.4,0.2216249672,0.07388503445,0.3051108409
1731,0.4,0.2199339103,0.07369468088,0.3031466514,,1731,0.4,0.2209135255,0.07387397182,0.304306702
1732,0.4,0.2227091052,0.07414634146,0.3064177574,,1732,0.4,0.2203855709,0.07369658823,0.3038317717
1733,0.4,0.2200948907,0.07374350905,0.303445724,,1733,0.4,0.2209776125,0.07389647855,0.3045222326
1734,0.4,0.2232816918,0.07423140929,0.3072573731,,1734,0.4,0.2194196886,0.07357184751,0.3028723744
1735,0.4,0.2199632835,0.07376754166,0.3034270319,,1735,0.4,0.2212885106,0.07396628758,0.3050280619
1736,0.4,0.2219801159,0.07400061989,0.305938631,,1736,0.4,0.2193163102,0.07362792361,0.3028243092
1737,0.4,0.2203882412,0.0738423098,0.3040030518,,1737,0.4,0.2220682355,0.07411391651,0.3059741077
1738,0.4,0.2215082374,0.07392165558,0.3054675154,,1738,0.4,0.2188806714,0.07360885011,0.3023264907
1739,0.4,0.2203451351,0.07385718713,0.3039767303,,1739,0.4,0.2222181532,0.07412879384,0.3062205374
1740,0.4,0.2198724936,0.07369582529,0.3036143337,,1740,0.4,0.2198450278,0.07377517107,0.3034998927
1741,0.4,0.2207521637,0.07389991179,0.3045832678,,1741,0.4,0.2222299788,0.0740910283,0.3064162316
1742,0.4,0.2192308609,0.0736267792,0.3030138998,,1742,0.4,0.2200964166,0.07383811363,0.303929428
1743,0.4,0.2209943972,0.07396170994,0.3049784708,,1743,0.4,0.2209802828,0.07390639678,0.3050406504
1744,0.4,0.2196676442,0.0737416017,0.3035265956,,1744,0.4,0.2203176692,0.07386634242,0.3042449038
1745,0.4,0.2217905252,0.07409636888,0.3059496936,,1745,0.4,0.2205331998,0.07383506187,0.3044390721
1746,0.4,0.2190130415,0.0737274873,0.3023013137,,1746,0.4,0.2201082421,0.07391326324,0.3035483394
1747,0.4,0.221602079,0.07411849415,0.3053603223,,1747,0.4,0.219529552,0.07375571609,0.3030978232
1748,0.4,0.2196165272,0.07384955773,0.3032172234,,1748,0.4,0.2203909115,0.07398421668,0.3041506807
1749,0.4,0.2232633813,0.07437407911,0.3075587345,,1749,0.4,0.2184114632,0.07354934077,0.3020766278
1750,0.4,0.2187483013,0.07376487137,0.3023566269,,1750,0.4,0.2206384856,0.07406661421,0.3045561834
1751,0.4,0.2211286746,0.07405593305,0.3052378704,,1751,0.4,0.2187128245,0.07372176525,0.3024504685
1752,0.4,0.2197588155,0.07391288177,0.3036536252,,1752,0.4,0.2205454069,0.07402121927,0.3045886083
1753,0.4,0.2199732017,0.07390601531,0.3039629974,,1753,0.4,0.2198476981,0.0739125003,0.3038134611
1754,0.4,0.220078106,0.07395255466,0.3041422883,,1754,0.4,0.2227556446,0.07437789381,0.3073233674
1755,0.4,0.2195776172,0.07377326372,0.303795532,,1755,0.4,0.2183046516,0.07372977612,0.302163603
1756,0.4,0.220078106,0.07400672341,0.3042204897,,1756,0.4,0.2214990821,0.07417724054,0.3059630451
1757,0.4,0.2186201273,0.07374007582,0.3026152636,,1757,0.4,0.2196459004,0.07395675083,0.3037013089
1758,0.4,0.2208738526,0.07413680471,0.3051405956,,1758,0.4,0.2210039339,0.07409560594,0.3054251723
1759,0.4,0.2188146771,0.07382285483,0.302852538,,1759,0.4,0.2199819755,0.07402503397,0.3041552583
1760,0.4,0.2215784279,0.07425467897,0.3060301838,,1760,0.4,0.2200006676,0.07392928498,0.3043387454
1761,0.4,0.2191000167,0.07388541592,0.3031832725,,1761,0.4,0.2201887323,0.07404487042,0.3044001621
1762,0.4,0.222042677,0.07430083685,0.3066138331,,1762,0.4,0.2192197983,0.07382399924,0.3034533534
1763,0.4,0.2196146198,0.07397315404,0.3038073576,,1763,0.4,0.2206548888,0.07412269032,0.3049963999
1764,0.4,0.2218713969,0.07424247193,0.306487185,,1764,0.4,0.2188726605,0.07378928546,0.3030505209
1765,0.4,0.2198709677,0.07400748635,0.3041060487,,1765,0.4,0.2212343418,0.07419631405,0.3056277329
1766,0.4,0.221213361,0.07409942064,0.3056815202,,1766,0.4,0.2189722242,0.07381751425,0.3030299216
1767,0.4,0.2201364709,0.07402884868,0.3043063205,,1767,0.4,0.2218832225,0.07428901128,0.3062987388
1768,0.4,0.2202360346,0.07393882173,0.3044512791,,1768,0.4,0.2194395251,0.07389953031,0.3034468684
1769,0.4,0.220454617,0.07405593305,0.3046034857,,1769,0.4,0.2223142837,0.07431266242,0.3067812984
1770,0.4,0.2194833941,0.07381369954,0.303560165,,1770,0.4,0.2198625754,0.07395522495,0.3039233245
1771,0.4,0.2207685669,0.07410132799,0.304981904,,1771,0.4,0.2215631691,0.07417876642,0.3059390125
1772,0.4,0.219548244,0.07388274563,0.30357962,,1772,0.4,0.2202791407,0.07403228191,0.3043787998
1773,0.4,0.2216493813,0.07425353456,0.3059790668,,1773,0.4,0.2219492168,0.07420470639,0.3064353051
1774,0.4,0.2186277567,0.07375838638,0.3025179887,,1774,0.4,0.2201257898,0.07402274515,0.3041934053
1775,0.4,0.221985075,0.07429664068,0.3064143242,,1775,0.4,0.2202074244,0.07394721408,0.3044566197
1776,0.4,0.2196150013,0.07394606967,0.3036456143,,1776,0.4,0.2205743986,0.0740910283,0.3047305152
1777,0.4,0.2223367904,0.07432944711,0.306856448,,1777,0.4,0.2194566912,0.07385222802,0.3036002193
1778,0.4,0.2200502587,0.07402388956,0.3041773836,,1778,0.4,0.2210294924,0.07416846673,0.305313783
1779,0.4,0.2219881267,0.07426917483,0.3065337243,,1779,0.4,0.2192053024,0.07387664211,0.3033022912
1780,0.4,0.2202989772,0.07409903917,0.3044741673,,1780,0.4,0.2216139046,0.07430121832,0.305976778
1781,0.4,0.2211172305,0.07415435234,0.3055209213,,1781,0.4,0.2192777818,0.07395598789,0.303342727
1782,0.4,0.2204672055,0.07414748587,0.3046561286,,1782,0.4,0.2222635481,0.07440383377,0.3067572658
1783,0.4,0.2201318933,0.07400367165,0.3044043583,,1783,0.4,0.219631786,0.07403418926,0.3037207639
1784,0.4,0.2206819732,0.07419669552,0.3048716592,,1784,0.4,0.2219911785,0.0743550056,0.3064375939
1785,0.4,0.2196840474,0.07398421668,0.3038435973,,1785,0.4,0.2201936914,0.07412688649,0.3043936771
1786,0.4,0.221200391,0.07428519658,0.3055232101,,1786,0.4,0.2228090504,0.07445533224,0.3074641299
1787,0.4,0.218630427,0.07383201011,0.302629378,,1787,0.4,0.2198953818,0.07411963856,0.3040114441
1788,0.4,0.2215471473,0.07437713087,0.305925661,,1788,0.4,0.2210226259,0.07421119138,0.3054228834
1789,0.4,0.219243068,0.07400519753,0.3033339532,,1789,0.4,0.220250149,0.07417685907,0.3045184179
1790,0.4,0.2220648022,0.0744507546,0.3066634242,,1790,0.4,0.2198507498,0.07403457073,0.3042029421
1791,0.4,0.2194696612,0.07407157333,0.3037116086,,1791,0.4,0.2202821925,0.0742058508,0.3046988532
1792,0.4,0.2214845862,0.07436797559,0.3061801016,,1792,0.4,0.2192671006,0.07402655986,0.3036822354
1793,0.4,0.2198457907,0.07416999261,0.3043452304,,1793,0.4,0.2206930358,0.07431495124,0.3053866438
1794,0.4,0.221602079,0.07439391555,0.3065531793,,1794,0.4,0.2183656868,0.0739277591,0.3027945545
1795,0.4,0.2194952197,0.07414519705,0.3040473023,,1795,0.4,0.2213739599,0.07443702167,0.3062773764
1796,0.4,0.2214815345,0.07433707651,0.3066180292,,1796,0.4,0.2174936461,0.0738194216,0.3019106883
1797,0.4,0.2194135851,0.07417037408,0.304031662,,1797,0.4,0.2214826789,0.07445609518,0.3064822259
1798,0.4,0.2191950027,0.07402770427,0.3039263763,,1798,0.4,0.2192194168,0.07411849415,0.303783325
1799,0.4,0.2202123835,0.07424743104,0.3048392342,,1799,0.4,0.2213335241,0.07436568677,0.306156069
1800,0.4,0.2190981093,0.07401854898,0.3035929714,,1800,0.4,0.219829769,0.07417762201,0.3043574375
1801,0.4,0.2209329805,0.07434279856,0.3056181961,,1801,0.4,0.2221388074,0.07443587726,0.3071486541
1802,0.4,0.2181554967,0.07385947596,0.3025843645,,1802,0.4,0.2195841022,0.07415778557,0.3041441957
1803,0.4,0.2210504733,0.07436416089,0.3058367785,,1803,0.4,0.2201666071,0.07415130057,0.3049258279
1804,0.4,0.2192987626,0.07408187302,0.3039263763,,1804,0.4,0.2200506402,0.07420737668,0.3047915504
1805,0.4,0.2215177741,0.07441413347,0.3064787926,,1805,0.4,0.2195070453,0.074050211,0.3041777651
