PackNum,O1,O2,T3,T4,,PackNum,O1,O2,T3,T4,,,,,,,,,,,,
975,0.2030412703,0.2084505162,0.09835595928,0.2192362015,,975,0.203058055,0.2084737859,0.09835672222,0.2192526047,,,,,,,,,,,,
976,0.2030561476,0.2084879002,0.09836511456,0.2192693894,,976,0.2030294447,0.2084573826,0.0983544334,0.2192369645,,,,,,,,,,,,
977,0.2030275374,0.2084692082,0.09834985576,0.2192480271,,977,0.2030374556,0.2084661565,0.09835367046,0.21926176,,,,,,,,,,,,
978,0.2030160933,0.2084531865,0.09834337077,0.2192491715,,978,0.2030065565,0.2084417424,0.09834375224,0.2192255203,,,,,,,,,,,,
979,0.2030267744,0.208465012,0.09834985576,0.2192594712,,979,0.2030344038,0.2084829411,0.09835328899,0.2192796891,,,,,,,,,,,,
980,0.2030176191,0.2084562382,0.09834184488,0.2192476456,,980,0.2030180006,0.2084581456,0.09834642253,0.2192506974,,,,,,,,,,,,
981,0.2030103712,0.20847226,0.09835252605,0.2192625229,,981,0.2030138044,0.2084962926,0.09835557781,0.2192846482,,,,,,,,,,,,
982,0.2029897718,0.2084573826,0.09834756694,0.2192442124,,982,0.2030176191,0.2084749303,0.09833917459,0.2192621415,,,,,,,,,,,,
983,0.2030233412,0.2084955296,0.09833841165,0.2192827409,,983,0.203013423,0.2084966741,0.09834413371,0.2192842667,,,,,,,,,,,,
984,0.2029932051,0.2084634862,0.09835138164,0.219243068,,984,0.2030057936,0.2084756932,0.09833917459,0.2192590897,,,,,,,,,,,,
985,0.2030157118,0.2084940038,0.09833612283,0.2192777818,,985,0.2030118971,0.2085016332,0.0983544334,0.2192823594,,,,,,,,,,,,
986,0.2030107527,0.2084978185,0.09835519634,0.2192636674,,986,0.203013423,0.2085088811,0.09835214458,0.2192735856,,,,,,,,,,,,
987,0.2030073195,0.2085058293,0.09833879312,0.2192976182,,987,0.2029798536,0.2084821782,0.09833535989,0.2192705338,,,,,,,,,,,,
988,0.202993968,0.2084959111,0.09834375224,0.2192632859,,988,0.2029924421,0.2085043035,0.09834604106,0.219280452,,,,,,,,,,,,
989,0.2030008345,0.2085187993,0.0983365043,0.2192911332,,989,0.2030031233,0.208484467,0.09834413371,0.2192472641,,,,,,,,,,,,
990,0.2030260115,0.2085077367,0.09835672222,0.2192606156,,990,0.2030363112,0.2085123143,0.09835328899,0.21927473,,,,,,,,,,,,
991,0.2030435591,0.2085336767,0.09835214458,0.2192865556,,991,0.2030275374,0.2085222326,0.09836625897,0.2192743485,,,,,,,,,,,,
992,0.2030248671,0.2085359655,0.0983544334,0.2192911332,,992,0.2030241041,0.2085313878,0.09834260782,0.2192896073,,,,,,,,,,,,
993,0.2030115156,0.208516892,0.098340319,0.2192777818,,993,0.2029935865,0.2084917149,0.09834146341,0.2192625229,,,,,,,,,,,,
994,0.2029855757,0.2084932408,0.09833612283,0.2192964738,,994,0.2029932051,0.2085016332,0.09832467873,0.2193075364,,,,,,,,,,,,
995,0.2029706983,0.2084737859,0.09832467873,0.2192594712,,995,0.2029802351,0.2084871373,0.09833726724,0.2192587082,,,,,,,,,,,,
996,0.2029901533,0.2084970555,0.09834108194,0.2192754929,,996,0.2029893904,0.2085180364,0.09833459695,0.219294185,,,,,,,,,,,,
997,0.202974513,0.2084814153,0.09833307107,0.2192602341,,997,0.2029928236,0.2085050664,0.09833955606,0.2192762559,,,,,,,,,,,,
998,0.2029996901,0.2085142217,0.09833154519,0.2192911332,,998,0.2030054121,0.2085172734,0.09833803018,0.2192899888,,,,,,,,,,,,
999,0.2029912977,0.2084829411,0.09834871135,0.2192728226,,999,0.2029905348,0.2084913335,0.09833078225,0.2192911332,,,,,,,,,,,,
1000,0.2029920607,0.2084943852,0.09832162697,0.2192888444,,1000,0.2029821424,0.2084840855,0.09832467873,0.2192766373,,,,,,,,,,,,
1001,0.2029722242,0.2084833226,0.09832277138,0.2192720597,,1001,0.2029855757,0.2084978185,0.0983288749,0.2192777818,,,,,,,,,,,,
1002,0.203006175,0.2085279546,0.09833535989,0.2193098252,,1002,0.202988246,0.2085123143,0.09832544167,0.2192831223,,,,,,,,,,,,
1003,0.202981761,0.2085115514,0.09830903846,0.2192831223,,1003,0.2029947309,0.2085279546,0.09832544167,0.2192930406,,,,,,,,,,,,
1004,0.2029974012,0.2085424505,0.09831933815,0.2193041032,,1004,0.2029695539,0.2084913335,0.0983288749,0.219249553,,,,,,,,,,,,
1005,0.202988246,0.2085126958,0.09833841165,0.2192735856,,1005,0.2029886274,0.2085306249,0.09833993753,0.2192926591,,,,,,,,,,,,
1006,0.2029787092,0.2085348211,0.09833383401,0.2193041032,,1006,0.2029699354,0.2085050664,0.09834451518,0.2192739671,,,,,,,,,,,,
1007,0.2029962568,0.2085287175,0.09834909282,0.21930067,,1007,0.2030012159,0.2085451208,0.09834222635,0.2193208879,,,,,,,,,,,,
1008,0.2029798536,0.2085249028,0.09832811196,0.2192987626,,1008,0.2029706983,0.208510407,0.09831628639,0.2192846482,,,,,,,,,,,,
1009,0.2029741316,0.2085195623,0.09832048256,0.2192918961,,1009,0.2029951124,0.2085493169,0.09832353432,0.2193102067,,,,,,,,,,,,
1010,0.2029764204,0.208523377,0.09833154519,0.2192781632,,1010,0.2029897718,0.2085336767,0.09835252605,0.2192926591,,,,,,,,,,,,
1011,0.2029760389,0.2085271917,0.09833230813,0.2192926591,,1011,0.2029699354,0.2085294805,0.09832353432,0.2193010514,,,,,,,,,,,,
1012,0.2029523878,0.2084993443,0.09833497842,0.2192621415,,1012,0.202968028,0.2085229955,0.09832200844,0.2192835038,,,,,,,,,,,,
1013,0.2029703169,0.208516892,0.09832734902,0.2192842667,,1013,0.2029672651,0.2085203252,0.09832849343,0.2192835038,,,,,,,,,,,,
1014,0.2029733686,0.2085256658,0.09833993753,0.2192789262,,1014,0.2029840498,0.2085493169,0.09834832988,0.2192960923,,,,,,,,,,,,
1015,0.2029989271,0.2085718237,0.098346804,0.2193105882,,1015,0.2029588728,0.2085451208,0.09832849343,0.2192758744,,,,,,,,,,,,
1016,0.2029527692,0.2085325322,0.09832010109,0.2192667191,,1016,0.2029516248,0.2085451208,0.09830293494,0.2192819779,,,,,,,,,,,,
1017,0.2029542951,0.208561524,0.09830369788,0.2193010514,,1017,0.202929881,0.2085271917,0.09831132728,0.2192705338,,,,,,,,,,,,
1018,0.2029447584,0.2085455022,0.09831323463,0.2192896073,,1018,0.2029638319,0.2085531316,0.09831514198,0.2193002885,,,,,,,,,,,,
1019,0.2029603986,0.2085611425,0.09831399757,0.2193052476,,1019,0.2029432325,0.2085317693,0.09832582314,0.2192709153,,,,,,,,,,,,
1020,0.2029527692,0.2085489355,0.09832162697,0.2192972367,,1020,0.2029531507,0.2085592352,0.09830827552,0.2193025773,,,,,,,,,,,,
1021,0.2029459028,0.2085512243,0.09830560523,0.2192922776,,1021,0.2029245404,0.2085283361,0.09831285316,0.2192754929,,,,,,,,,,,,
1022,0.202916911,0.2085428319,0.09830560523,0.2192915147,,1022,0.2029199628,0.208561524,0.09830064611,0.2192995255,,,,,,,,,,,,
1023,0.2028947858,0.2085245214,0.09830102759,0.2192743485,,1023,0.2028883008,0.2085157476,0.09831437904,0.219268245,,,,,,,,,,,,
1024,0.2028940228,0.208523377,0.09830064611,0.2192777818,,1024,0.2028760937,0.2085153661,0.09828004673,0.2192716782,,,,,,,,,,,,
1025,0.2028562573,0.2084882817,0.09828729466,0.2192461197,,1025,0.2028612164,0.2085054479,0.098295687,0.2192640488,,,,,,,,,,,,
1026,0.2028638867,0.2085157476,0.09829454259,0.2192777818,,1026,0.2028650311,0.2085352025,0.09828386143,0.219294185,,,,,,,,,,,,
1027,0.2028371838,0.2084917149,0.09830255347,0.2192445939,,1027,0.2028528241,0.2085176549,0.09830255347,0.2192758744,,,,,,,,,,,,
1028,0.2028501538,0.2085195623,0.09829454259,0.2192774003,,1028,0.2028398541,0.2085050664,0.09829034642,0.2192606156,,,,,,,,,,,,
1029,0.2028379467,0.2084989629,0.09828843907,0.2192621415,,1029,0.2028402356,0.2084985814,0.09827318027,0.2192690079,,,,,,,,,,,,
1030,0.2028451947,0.2085191808,0.09827928379,0.2192865556,,1030,0.2028318432,0.2085084996,0.09828729466,0.2192674821,,,,,,,,,,,,
1031,0.2028223065,0.208503922,0.0982651694,0.2192556565,,1031,0.2028299359,0.2085207067,0.09823617767,0.2192663376,,,,,,,,,,,,
1032,0.2028337506,0.2085401616,0.09822702239,0.2192846482,,1032,0.2028093365,0.2084981999,0.09822625945,0.2192426865,,,,,,,,,,,,
1033,0.2028184918,0.2085081182,0.09822282622,0.2192587082,,1033,0.2028207806,0.208516892,0.09819536037,0.2192606156,,,,,,,,,,,,
1034,0.2028165844,0.2085260473,0.09817857569,0.2192491715,,1034,0.2028123882,0.2085046849,0.09817895716,0.2192117874,,,,,,,,,,,,
1035,0.2028364209,0.2085424505,0.09817399804,0.2192449753,,1035,0.2028337506,0.2085584722,0.09817361657,0.2192606156,,,,,,,,,,,,
1036,0.2027936962,0.2085271917,0.09815530601,0.2192434494,,1036,0.2027826336,0.2085134587,0.09815988365,0.2192331498,,,,,,,,,,,,
1037,0.2027933147,0.2085409246,0.09814729514,0.2192724412,,1037,0.20281544,0.208574494,0.09814386191,0.2193178361,,,,,,,,,,,,
1038,0.2027727154,0.2085359655,0.09812555134,0.2192880814,,1038,0.2027658489,0.208523377,0.09812249958,0.2192777818,,,,,,,,,,,,
1039,0.2027715709,0.208535584,0.09810609637,0.2192865556,,1039,0.2027757671,0.2085496984,0.09809922991,0.2193086808,,,,,,,,,,,,
1040,0.2027654674,0.208516892,0.09811067401,0.2192819779,,1040,0.2027769115,0.2085367284,0.09810876666,0.2193060105,,,,,,,,,,,,
1041,0.2027689007,0.2085466466,0.0980904561,0.2193277543,,1041,0.2027673748,0.2085474096,0.09806718642,0.2193369096,,,,,,,,,,,,
1042,0.2027647045,0.2085264287,0.09808130081,0.2193109696,,1042,0.2027681377,0.2085516058,0.09809388933,0.2193384355,,,,,,,,,,,,
1043,0.2027677562,0.2085569463,0.09810037432,0.2193395799,,1043,0.2027627971,0.2085458837,0.09808358963,0.2193201249,,,,,,,,,,,,
1044,0.2027704265,0.2085527502,0.0980839711,0.2193281358,,1044,0.2027658489,0.2085634313,0.09808244522,0.2193369096,,,,,,,,,,,,
1045,0.202770808,0.2085702978,0.0980687123,0.2193655199,,1045,0.2027471569,0.2085424505,0.09806642348,0.2193334764,,,,,,,,,,,,
1046,0.202745631,0.2085451208,0.09806413466,0.2193136399,,1046,0.2027540233,0.208568009,0.0980572682,0.2193411058,,,,,,,,,,,,
1047,0.2027620342,0.2085882269,0.09805116468,0.2193681902,,1047,0.2027406719,0.2085435949,0.0980534535,0.2193273729,,,,,,,,,,,,
1048,0.2027536418,0.2085603796,0.09806222731,0.2193479722,,1048,0.2027612712,0.2085741125,0.09806642348,0.2193685716,,,,,,,,,,,,
1049,0.2027677562,0.2085828863,0.09806031996,0.2193754381,,1049,0.2027471569,0.2085577093,0.09805612379,0.2193468278,,,,,,,,,,,,
1050,0.202744868,0.2085725866,0.09805269056,0.2193746752,,1050,0.2027551677,0.2085786901,0.09805803114,0.2193758196,,,,,,,,,,,,
1051,0.2027368572,0.2085603796,0.0980469685,0.2193605608,,1051,0.2027380016,0.2085630499,0.09805269056,0.219357509,,,,,,,,,,,,
1052,0.2027574565,0.2085836492,0.09805154615,0.2193784899,,1052,0.2027635601,0.2085962378,0.0980534535,0.2193964189,,,,,,,,,,,,
1053,0.2027372386,0.2085714422,0.09806909377,0.2193750566,,1053,0.2027475383,0.2085817419,0.09807824905,0.2193880266,,,,,,,,,,,,
1054,0.2027582195,0.2085916601,0.09806566054,0.2193994707,,1054,0.2027574565,0.2086031042,0.09804620556,0.2194173998,,,,,,,,,,,,
1055,0.202739146,0.2085733495,0.09804849439,0.2193773454,,1055,0.202757838,0.2085973822,0.09805269056,0.2193990892,,,,,,,,,,,,
1056,0.2027490642,0.208599671,0.09805002027,0.2194074816,,1056,0.2027345683,0.2085950933,0.09804429821,0.2193968004,,,,,,,,,,,,
1057,0.2027280834,0.208586701,0.09804086498,0.2193754381,,1057,0.202738383,0.2085912786,0.09803514293,0.219389934,,,,,,,,,,,,
1058,0.2027410533,0.2085970007,0.09803094676,0.2194135851,,1058,0.2027212169,0.2085714422,0.09802713206,0.2193948931,,,,,,,,,,,,
1059,0.2027212169,0.2085599981,0.09803209117,0.2193800157,,1059,0.2027315166,0.2085771642,0.09803209117,0.2193937487,,,,,,,,,,,,
1060,0.2027498271,0.2086031042,0.09802179148,0.2194223589,,1060,0.202726176,0.2085718237,0.09802942088,0.2193971819,,,,,,,,,,,,
1061,0.2027242687,0.208573731,0.09804239086,0.2194147295,,1061,0.2027307536,0.2085722051,0.09805383497,0.2194231219,,,,,,,,,,,,
1062,0.2027406719,0.2085825048,0.09804734997,0.219433803,,1062,0.2027208354,0.2085489355,0.09804849439,0.2193933672,,,,,,,,,,,,
1063,0.2027357128,0.2085634313,0.09804506115,0.2194166369,,1063,0.2027387645,0.208568009,0.0980240803,0.2194341845,,,,,,,,,,,,
1064,0.2027265575,0.2085599981,0.09800767709,0.2194357104,,1064,0.2027101543,0.2085237584,0.09802942088,0.2194002337,,,,,,,,,,,,
1065,0.2027166392,0.2085374914,0.09803094676,0.2194147295,,1065,0.2027338054,0.2085588537,0.09802675059,0.2194288439,,,,,,,,,,,,
1066,0.2027338054,0.2085519872,0.09802102854,0.2194181627,,1066,0.2027410533,0.2085634313,0.09802255442,0.2194204516,,,,,,,,,,,,
1067,0.2027315166,0.2085661016,0.09801797678,0.2194330401,,1067,0.2027254131,0.2085825048,0.09801873972,0.2194441027,,,,,,,,,,,,
1068,0.2027105357,0.2085622869,0.098027895,0.2194071001,,1068,0.2027235057,0.2085798345,0.09802713206,0.2194231219,,,,,,,,,,,,
1069,0.2027292278,0.2085889898,0.09802331736,0.2194341845,,1069,0.2027414348,0.2086099707,0.0980164509,0.2194513506,,,,,,,,,,,,
1070,0.2027112987,0.208560761,0.0980164509,0.2193853563,,1070,0.2027212169,0.2085859381,0.09800271797,0.2194063372,,,,,,,,,,,,
1071,0.2027200725,0.2085962378,0.09800042915,0.2194276995,,1071,0.2027044322,0.2085786901,0.09801072885,0.2194254107,,,,,,,,,,,,
1072,0.2026998546,0.208542069,0.09801606943,0.2194162554,,1072,0.2027078654,0.2085535131,0.09801454355,0.2194219774,,,,,,,,,,,,
1073,0.2027120616,0.2085603796,0.09801034738,0.2194421954,,1073,0.2026975657,0.208529862,0.09800271797,0.219415111,,,,,,,,,,,,
1074,0.2026865031,0.2085260473,0.09799547004,0.2194059557,,1074,0.2026861216,0.2085340581,0.09798288153,0.219414348,,,,,,,,,,,,
1075,0.2027059581,0.2085599981,0.09798021124,0.219434566,,1075,0.2026746775,0.2085245214,0.09798135565,0.2193983263,,,,,,,,,,,,
1076,0.2026765849,0.2085260473,0.09799203681,0.219414348,,1076,0.2026914622,0.2085378728,0.09798364447,0.2194227404,,,,,,,,,,,,
1077,0.2027051951,0.208555039,0.0979756336,0.2194486804,,1077,0.2026910808,0.2085176549,0.09796876714,0.2194116778,,,,,,,,,,,,
1078,0.202668574,0.2085088811,0.09794816775,0.2194135851,,1078,0.2026586558,0.2085088811,0.09793367189,0.2194193072,,,,,,,,,,,,
1079,0.2026525523,0.2085073552,0.09792489808,0.2194055742,,1079,0.2026487376,0.2084932408,0.09793710512,0.2193792528,,,,,,,,,,,,
1080,0.2026594187,0.2084966741,0.09793023866,0.2194002337,,1080,0.2026613261,0.2085126958,0.0979207019,0.2194132036,,,,,,,,,,,,
1081,0.2026399638,0.2084760747,0.09792146485,0.2193800157,,1081,0.2026437785,0.2084802708,0.09793443483,0.2193777269,,,,,,,,,,,,
1082,0.2026456858,0.2085016332,0.09794130129,0.2194013781,,1082,0.2026540782,0.2085199437,0.09793290895,0.2194204516,,,,,,,,,,,,
1083,0.2026521708,0.2084951482,0.09795427127,0.2193876451,,1083,0.2026659037,0.2085054479,0.09795427127,0.2193910784,,,,,,,,,,,,
1084,0.2026666667,0.208503922,0.0979641895,0.2193933672,,1084,0.2026754405,0.2085107885,0.09797220037,0.2194029039,,,,,,,,,,,,
1085,0.2026674296,0.2084890447,0.09799547004,0.219376201,,1085,0.2026823069,0.2085165105,0.09799508857,0.2193983263,,,,,,,,,,,,
1086,0.2026819255,0.2085348211,0.09799966621,0.2194177813,,1086,0.2026708628,0.2085382543,0.09799547004,0.2194135851,,,,,,,,,,,,
1087,0.2026548411,0.2085245214,0.09797525213,0.2193975634,,1087,0.2026399638,0.2085271917,0.09795312686,0.2194013781,,,,,,,,,,,,
1088,0.2026487376,0.2085393987,0.09796190067,0.2194132036,,1088,0.2026323344,0.2085081182,0.09797525213,0.2193742937,,,,,,,,,,,,
1089,0.2026395823,0.2085187993,0.09798135565,0.2193815416,,1089,0.2026548411,0.2085447393,0.09799012946,0.2194029039,,,,,,,,,,,,
1090,0.2026647593,0.2085611425,0.0979870777,0.2194204516,,1090,0.2026426341,0.2085214696,0.09799775886,0.2193842119,,,,,,,,,,,,
1091,0.2026605631,0.2085416875,0.09800424385,0.2194071001,,1091,0.2026601817,0.2085519872,0.09800348091,0.2194090075,,,,,,,,,,,,
1092,0.202655604,0.2085558019,0.09799814033,0.2194158739,,1092,0.2026422526,0.2085329137,0.09800004768,0.219383449,,,,,,,,,,,,
1093,0.2026571299,0.2085481725,0.09800119209,0.2193945116,,1093,0.2026617076,0.2085577093,0.09801416208,0.2194090075,,,,,,,,,,,,
1094,0.202649119,0.2085416875,0.09802560618,0.2193990892,,1094,0.2026441599,0.2085287175,0.09804086498,0.2193945116,,,,,,,,,,,,
1095,0.2026437785,0.2085405431,0.09803743175,0.2194059557,,1095,0.2026453043,0.2085584722,0.09802636912,0.2194212145,,,,,,,,,,,,
1096,0.2026315714,0.2085352025,0.09803132823,0.2193910784,,1096,0.202643397,0.2085405431,0.09802446177,0.2193922228,,,,,,,,,,,,
1097,0.2026453043,0.2085424505,0.09801378061,0.2194036669,,1097,0.2026540782,0.2085523687,0.0980240803,0.2194257921,,,,,,,,,,,,
1098,0.2026380564,0.2085344396,0.09803056529,0.219389171,,1098,0.2026540782,0.2085580907,0.09802751353,0.2193994707,,,,,,,,,,,,
1099,0.2026517893,0.208574494,0.09803247264,0.2194135851,,1099,0.2026514079,0.2085851751,0.09803972057,0.2194284624,,,,,,,,,,,,
1100,0.2026456858,0.2085611425,0.09805040174,0.2194013781,,1100,0.2026449229,0.2085676275,0.09803132823,0.2194051928,,,,,,,,,,,,
1101,0.2026353861,0.2085702978,0.098027895,0.2194101519,,1101,0.2026334788,0.2085622869,0.09803437999,0.2194055742,,,,,,,,,,,,
1102,0.2026426341,0.2085748754,0.09804124645,0.2194124407,,1102,0.2026365305,0.2085699163,0.09802675059,0.219408626,,,,,,,,,,,,
1103,0.2026525523,0.2085855566,0.09800386238,0.2194242663,,1103,0.2026266123,0.2085443578,0.09798402594,0.2193941301,,,,,,,,,,,,
1104,0.2026273752,0.2085451208,0.09797105596,0.2193998522,,1104,0.202623942,0.2085638128,0.09797715948,0.2194112963,,,,,,,,,,,,
1105,0.202623942,0.2085710607,0.09796380803,0.2194269366,,1105,0.2026090647,0.2085401616,0.0979615192,0.2193960375,,,,,,,,,,,,
1106,0.2026243235,0.2085649572,0.09797067449,0.2194166369,,1106,0.2026334788,0.2085767828,0.09796953008,0.219421596,,,,,,,,,,,,
1107,0.2026361491,0.2085805975,0.09796571538,0.2194223589,,1107,0.2026281382,0.2085474096,0.09796457097,0.2194013781,,,,,,,,,,,,
1108,0.2026300455,0.2085603796,0.09795427127,0.2194200701,,1108,0.2026350046,0.2085771642,0.09794053835,0.2194387621,,,,,,,,,,,,
1109,0.2026254679,0.2085718237,0.09794435305,0.2194204516,,1109,0.2026212717,0.2085645757,0.09795236392,0.2194189257,,,,,,,,,,,,
1110,0.2026308085,0.2085752569,0.0979500751,0.2194257921,,1110,0.2026327158,0.2085760198,0.09792985719,0.2194311327,,,,,,,,,,,,
1111,0.2026037241,0.2085382543,0.09791841308,0.2193906969,,1111,0.2026128794,0.2085462652,0.09792680543,0.2194048113,,,,,,,,,,,,
1112,0.2026208903,0.2085546575,0.09792222779,0.2194212145,,1112,0.2026231791,0.2085722051,0.09791116515,0.219433803,,,,,,,,,,,,
1113,0.2025938059,0.2085432134,0.09789895811,0.2193979448,,1113,0.2026056315,0.2085676275,0.09789132871,0.219415111,,,,,,,,,,,,
1114,0.2026113535,0.2085752569,0.09789476194,0.2194204516,,1114,0.2026128794,0.2085725866,0.09789857664,0.2194170183,,,,,,,,,,,,
1115,0.2026166941,0.208567246,0.09790658751,0.2194173998,,1115,0.2026254679,0.2085798345,0.0979016284,0.2194315142,,,,,,,,,,,,
1116,0.2026346232,0.2085977636,0.09789361753,0.2194456286,,1116,0.2026033426,0.2085634313,0.09788751401,0.2194067186,,,,,,,,,,,,
1117,0.2026002909,0.208568009,0.09788789548,0.2194002337,,1117,0.2026136423,0.2085920416,0.09788446225,0.2194204516,,,,,,,,,,,,
1118,0.2026124979,0.2086080633,0.09789132871,0.2194387621,,1118,0.2025899912,0.2085695348,0.09789590635,0.2194006151,,,,,,,,,,,,
1119,0.2025926615,0.2085783087,0.09788293637,0.2194196886,,1119,0.2026056315,0.2085870825,0.0978825549,0.2194261736,,,,,,,,,,,,
1120,0.2026178385,0.2086034857,0.09788408078,0.2194284624,,1120,0.2026037241,0.208573731,0.09789323606,0.2193914598,,,,,,,,,,,,
1121,0.2026121164,0.2085882269,0.09789743223,0.2194120592,,1121,0.2026140238,0.2085985266,0.09789705076,0.2194212145,,,,,,,,,,,,
1122,0.2026098276,0.2085958563,0.09789857664,0.219420833,,1122,0.202598765,0.2085767828,0.09789247312,0.2193975634,,,,,,,,,,,,
1123,0.2026018168,0.2085870825,0.09788217343,0.2194071001,,1123,0.2026098276,0.2086076819,0.09789247312,0.2194254107,,,,,,,,,,,,
1124,0.2025835062,0.2085783087,0.0978787402,0.2193979448,,1124,0.2025892282,0.2085722051,0.09787759578,0.2193964189,,,,,,,,,,,,
1125,0.2026010538,0.2085832678,0.09788331784,0.219408626,,1125,0.2026067759,0.2085970007,0.09788102902,0.219421596,,,,,,,,,,,,
1126,0.202580073,0.2085741125,0.09788598813,0.2193861193,,1126,0.2025915171,0.2086073004,0.09788369931,0.2194109148,,,,,,,,,,,,
1127,0.2025949503,0.2086111151,0.09787149226,0.2194204516,,1127,0.2026075388,0.2086214148,0.09787988461,0.219428081,,,,,,,,,,,,
1128,0.2026033426,0.2086099707,0.09788827695,0.2194173998,,1128,0.2026033426,0.208618363,0.09787835872,0.2194116778,,,,,,,,,,,,
1129,0.2026029612,0.2086423956,0.09786538874,0.2194227404,,1129,0.2025980021,0.2086462103,0.09785623346,0.2194097704,,,,,,,,,,,,
1130,0.2025941873,0.2086446845,0.09785585199,0.219402141,,1130,0.2026063944,0.2086549841,0.09785852228,0.2194135851,,,,,,,,,,,,
1131,0.2026216532,0.2086790168,0.09786348139,0.2194349474,,1131,0.2026041056,0.208644303,0.09786271845,0.2194090075,,,,,,,,,,,,
1132,0.2025949503,0.2086397253,0.09786042963,0.2194059557,,1132,0.2025995279,0.2086523139,0.09786004816,0.2194124407,,,,,,,,,,,,
1133,0.20260525,0.2086610877,0.09785432611,0.2194181627,,1133,0.2025934244,0.2086423956,0.09786004816,0.2193838304,,,,,,,,,,,,
1134,0.2026025797,0.2086725318,0.0978608111,0.2194055742,,1134,0.2026086832,0.2086923682,0.09785547052,0.2194177813,,,,,,,,,,,,
1135,0.2026212717,0.2087202155,0.09783296378,0.2194536395,,1135,0.2025720621,0.20864354,0.09782991202,0.2193788713,,,,,,,,,,,,
1136,0.2025850321,0.2086439215,0.09784097466,0.219376201,,1136,0.2026063944,0.2086980903,0.09784059319,0.2194242663,,,,,,,,,,,,
1137,0.2025960947,0.2087087714,0.09783410819,0.2194292254,,1137,0.2025777841,0.208688172,0.09783944878,0.2194040484,,,,,,,,,,,,
1138,0.2025968576,0.2087118232,0.09783334525,0.2194330401,,1138,0.2026048685,0.2087282264,0.09782838614,0.2194608874,,,,,,,,,,,,
1139,0.2025911356,0.2087167823,0.09782800467,0.2194318957,,1139,0.2025976206,0.2087255561,0.09782113821,0.2194322771,,,,,,,,,,,,
1140,0.2025827432,0.2087320411,0.09781007558,0.2194494433,,1140,0.2025995279,0.2087373817,0.09781160146,0.2194681353,,,,,,,,,,,,
1141,0.2025934244,0.2086942756,0.09783220084,0.2194391436,,1141,0.2026048685,0.20869542,0.09783487113,0.2194551653,,,,,,,,,,,,
1142,0.2026056315,0.2086927497,0.09783029349,0.2194627947,,1142,0.2025983835,0.2086896979,0.09782533438,0.2194761462,,,,,,,,,,,,
1143,0.2025831247,0.2086580359,0.09782457144,0.2194521136,,1143,0.2026033426,0.2086786353,0.0978238085,0.2194818682,,,,,,,,,,,,
1144,0.2025964762,0.2086740576,0.09781045705,0.2194936938,,1144,0.2025907541,0.2086626135,0.09781083852,0.219485683,,,,,,,,,,,,
1145,0.2025819803,0.208657273,0.09780282765,0.2194833941,,1145,0.2025777841,0.2086568915,0.09780740529,0.2194826312,,,,,,,,,,,,
1146,0.2025957132,0.2086893165,0.09781274587,0.2195081897,,1146,0.2025819803,0.208663758,0.0978238085,0.2194746203,,,,,,,,,,,,
1147,0.2025903726,0.2086603247,0.09782266409,0.2194692797,,1147,0.2026029612,0.2086855018,0.09781465322,0.2194925494,,,,,,,,,,,,
1148,0.2026205088,0.2087198341,0.09782571585,0.2195249744,,1148,0.2025655771,0.2086542212,0.09780320912,0.2194761462,,,,,,,,,,,,
1149,0.2025613809,0.2086675727,0.09780130177,0.2194933124,,1149,0.2025720621,0.2087022864,0.09780282765,0.2195116229,,,,,,,,,,,,
1150,0.2025655771,0.2087091529,0.09778528002,0.2195093341,,1150,0.2025468851,0.2086816871,0.09778413561,0.21948492,,,,,,,,,,,,
1151,0.2025484109,0.2086790168,0.0977677324,0.2194925494,,1151,0.2025335336,0.2086820685,0.0977498033,0.2195001788,,,,,,,,,,,,
1152,0.2025110269,0.2086710059,0.09773759626,0.2194833941,,1152,0.2025136972,0.2086645209,0.09773721479,0.2194685168,,,,,,,,,,,,
1153,0.2025262857,0.2086927497,0.09773797773,0.2194860644,,1153,0.2025384927,0.2087190711,0.09773568891,0.21951086,,,,,,,,,,,,
1154,0.2025045419,0.2086816871,0.09773034833,0.219472713,,1154,0.2025228524,0.2087213599,0.09773225568,0.2194872088,,,,,,,,,,,,
1155,0.2025373483,0.208752259,0.09773149274,0.2195020862,,1155,0.2025404001,0.2087801063,0.09772615216,0.219529552,,,,,,,,,,,,
1156,0.202515223,0.2087499702,0.09772462628,0.2194894977,,1156,0.2025392557,0.2087823952,0.09772805951,0.2195192523,,,,,,,,,,,,
1157,0.2025453592,0.2088010872,0.09773492597,0.2195272632,,1157,0.202547648,0.2087995613,0.09774331831,0.219529552,,,,,,,,,,,,
1158,0.2025518442,0.2087999428,0.09775857712,0.2195142932,,1158,0.2025579477,0.2088140572,0.09775781418,0.2195280261,,,,,,,,,,,,
1159,0.2025602365,0.2088354195,0.09774904036,0.2195467182,,1159,0.2025506998,0.2088136757,0.09774560713,0.21952383,,,,,,,,,,,,
1160,0.2025522256,0.2088079537,0.09774102949,0.2195345111,,1160,0.2025579477,0.2088289345,0.09774369978,0.2195444293,,,,,,,,,,,,
1161,0.2025602365,0.2088499154,0.09773759626,0.2195459552,,1161,0.2025404001,0.2088216866,0.09775209213,0.2195192523,,,,,,,,,,,,
1162,0.2025465036,0.2088262642,0.09776086594,0.2195310779,,1162,0.2025430704,0.2088216866,0.0977498033,0.2195322223,,,,,,,,,,,,
